label,type,name,status,file,line
prop:bp-duality,proposition,"Subregular \texorpdfstring{$\mathcal{W}$}{W}-algebra duality for \texorpdfstring{$\mathfrak{sl}_3$}{sl_3};
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,451
thm:brst-properties,theorem,Properties of BRST cohomology \cite{FF}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras.tex,611
thm:generators-screening,theorem,Generators via screening \cite{Frenkel-Kac-Wakimoto92}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras.tex,623
thm:gko-coset,theorem,"GKO coset for \texorpdfstring{$\mathfrak{sl}_2$}{sl_2} \cite{GKO85};
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/examples/w_algebras.tex,690
thm:w-geometric-ope,theorem,Geometric OPE formula for \texorpdfstring{$\mathcal{W}$}{W}-algebras; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,783
thm:w-bar-curvature,theorem,Curvature of \texorpdfstring{$\mathcal{W}$}{W}-algebra \texorpdfstring{$A_\infty$}{A-infinity} structure; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,854
thm:w-critical-bar,theorem,Bar complex at critical level; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,894
thm:w-koszul-precise,theorem,Koszul duality for \texorpdfstring{$\mathcal{W}$}{W}-algebras --- precise statement; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,931
prop:virasoro-from-sl2,proposition,Virasoro from \texorpdfstring{$\mathfrak{sl}_2$}{sl2} \cite{FF}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras.tex,988
thm:virasoro-self-duality,theorem,Virasoro uncurved self-duality at \texorpdfstring{$c=0$}{c=0}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1056
thm:vir-genus1-curvature,theorem,Genus-1 curvature for \texorpdfstring{$\mathrm{Vir}_c$}{Virc}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1185
thm:vir-genus1-inversion,theorem,Genus-1 bar-cobar inversion for \texorpdfstring{$\mathrm{Vir}_c$}{Virc}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1236
thm:vir-genus1-complementarity,theorem,Genus-1 complementarity for \texorpdfstring{$\mathrm{Vir}_c$}{Virc}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1300
prop:w3-central-charge,proposition,Central charge from level \cite{Zamolodchikov}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras.tex,1396
thm:w3-wakimoto,theorem,Wakimoto realization of \texorpdfstring{$\mathcal{W}_3$}{W3} \cite{Frenkel-Kac-Wakimoto92}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras.tex,1409
thm:w3-koszul-dual,theorem,Koszul dual of \texorpdfstring{$\mathcal{W}_3$}{W3}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1470
thm:w3-genus1-curvature,theorem,Genus-1 curvature for \texorpdfstring{$\mathcal{W}_3$}{W3}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1550
thm:w3-genus1-inversion,theorem,Genus-1 bar-cobar inversion for \texorpdfstring{$\mathcal{W}_3$}{W3}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1616
thm:w3-genus1-complementarity,theorem,Genus-1 complementarity for \texorpdfstring{$\mathcal{W}_3$}{W3}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1686
thm:wn-obstruction,theorem,Obstruction coefficient for \texorpdfstring{$\mathcal{W}_N$}{WN}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1781
cor:wn-complementarity,corollary,Central charge complementarity sum for \texorpdfstring{$\mathcal{W}_N$}{WN}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1877
cor:general-w-obstruction,corollary,Obstruction coefficient for general \texorpdfstring{$\mathcal{W}(\mathfrak{g})$}{W(g)}; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1898
thm:feigin-frenkel-center,theorem,Feigin--Frenkel: centers at critical level \cite{Feigin-Frenkel}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras.tex,1968
thm:w-center-langlands,theorem,\texorpdfstring{$\mathcal{W}$}{W}-algebra centers and Langlands duality; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,1988
thm:w-ainfty-ops,theorem,\texorpdfstring{$\mathcal{W}$}{W}-algebra \texorpdfstring{$A_\infty$}{A-infinity} operations; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,2093
prop:w-module-structure,proposition,Structure of \texorpdfstring{$\mathcal{W}$}{W}-algebra modules \cite{Arakawa17}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras.tex,2208
prop:log-w-modules,proposition,"Logarithmic W-modules via DS reduction \cite{ACL19};
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/examples/w_algebras.tex,2335
prop:w3-topological-enhancement,proposition,"Topological enhancement in the $\mathcal{W}_3$ case;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/examples/w_algebras.tex,2481
prop:w3-3d-action,proposition,"3d HT Poisson sigma model for $\mathcal{W}_3$
{\cite{KhanZeng25}}; \ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/examples/w_algebras.tex,2610
prop:w3-cc-arithmetic,proposition,"Central-charge arithmetic and the genus-1 pipeline;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/examples/w_algebras.tex,2654
prop:virasoro-beltrami-phase-space,proposition,"Beltrami--quadratic-differential phase space;
\ClaimStatusProvedElsewhere{} \cite{KhanZeng25}",ProvedElsewhere,chapters/examples/w_algebras.tex,2709
prop:schwarzian-central-charge,proposition,"Schwarzian cocycle and central charge;
\ClaimStatusProvedElsewhere{} \cite{KhanZeng25}",ProvedElsewhere,chapters/examples/w_algebras.tex,2731
prop:virasoro-3d-gravity-action,proposition,"The 3d Virasoro gravity action;
\ClaimStatusProvedElsewhere{} \cite{KhanZeng25}",ProvedElsewhere,chapters/examples/w_algebras.tex,2750
thm:w-universal-gravitational-cubic,theorem,Universal gravitational cubic tensor; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,2845
thm:w-virasoro-mixed-shadow,theorem,Virasoro mixed shadow; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,2900
thm:w-virasoro-quartic-explicit,theorem,Explicit Virasoro quartic contact coefficient; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,2937
prop:w-virasoro-lee-yang-degeneration,proposition,"Lee--Yang degeneration of the quartic shadow;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,3023
thm:w-resonance-reorganization,theorem,Resonance reorganization; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,3094
cor:w-complementarity-potential-poles,corollary,"Pole structure of the complementarity potential;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,3230
thm:w-w3-mixed-shadow,theorem,$\mathcal{W}_3$ mixed-shadow normal form; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,3299
prop:w-w3-weight6-resonance,proposition,"Weight-$6$ Gram determinant and visible resonance
divisor; \ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,3380
thm:w-principal-wn-hessian-cubic,theorem,Diagonal Hessian and universal cubic for principal $\mathcal{W}_N$; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,3452
thm:w-principal-wn-contact-nonvanishing,theorem,Nonvanishing of contact quartics for $\mathcal{W}_N$; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,3478
thm:w-archetype-trichotomy,theorem,Archetype trichotomy; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,3554
thm:w-virasoro-quintic-forced,theorem,Virasoro quintic forced; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,3621
cor:virasoro-quintic-shadow-explicit,corollary,Explicit quintic shadow for Virasoro; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,3666
thm:w-finite-termination,theorem,Finite termination for primitive archetypes; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,3771
cor:virasoro-postnikov-nontermination,corollary,"Virasoro/$\mathcal{W}_N$ shadow Postnikov tower:
infinite; \ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,3847
thm:w-virasoro-genus1-hessian,theorem,"Genus-$1$ Hessian correction for Virasoro;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,3885
prop:w-w3-quintic-obstruction,proposition,"$\mathcal{W}_3$ quintic obstruction;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4052
prop:super-virasoro-3d-action,proposition,"3d HT supergravity action;
\ClaimStatusConjectured",Conjectured,chapters/examples/w_algebras.tex,4138
thm:w-finite-arity-polynomial-pva,theorem,"Finite-arity theorem for polynomial PVAs;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4277
cor:w-semistrictity-classical-w3,corollary,"Semistrictity of the classical $\mathcal{W}_3$
bulk; \ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4315
prop:w-semistrict-tree-identity,proposition,"Tree identity for semistrict cyclic theories;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4357
prop:w-semistrict-stable-graph,proposition,"Stable-graph identity for semistrict modular
theories; \ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4384
prop:w-semistrict-admissibility,proposition,"Admissibility of the weight filtration;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4460
thm:w-cubic-weight-recursion,theorem,Cubic weight recursion; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,4486
cor:w-cubic-obstruction-classes,corollary,Cubic obstruction classes; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,4520
prop:w-boundary-model-well-defined,proposition,Well-definedness; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,4558
thm:w-semistrict-package,theorem,"The $\mathcal{W}_3$ semistrict modular higher-spin
package; \ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4577
thm:w-pbw-slodowy-collapse,theorem,PBW--Slodowy collapse; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,4756
cor:w-principal-completed-koszul,corollary,"Principal $W$-algebras are completed Koszul;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4816
thm:w-canonical-arity-detection,theorem,"Canonical arity detection;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4882
thm:w-bp-strict,theorem,"Bershadsky--Polyakov is strict;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4908
thm:w-w4-cubic,theorem,"$\mathcal{W}_4^{(2)}$ has canonical arity~$3$;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,4958
thm:w-full-raw-coefficient-packet,theorem,"Full raw coefficient packet;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,5017
thm:w-subregular-appell,theorem,Subregular Appell formula; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,5077
thm:w-unbounded-canonical-arity,theorem,Unbounded canonical arity; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,5115
cor:w-subregular-arity-staircase,corollary,"The subregular arity staircase;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras.tex,5143
thm:w-subregular-classification,theorem,Subregular classification; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras.tex,5186
thm:jet-flag,theorem,Jet bundle realization \cite{BD04}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras_deep.tex,69
thm:w-cdr,theorem,\texorpdfstring{$\mathcal{W}$}{W}-algebras as chiral de Rham \cite{Arakawa17}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras_deep.tex,108
thm:w-bar-coalg,theorem,\texorpdfstring{$\mathcal{W}$}{W}-algebra bar coalgebra; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras_deep.tex,138
thm:screen-res,theorem,Screening resolution \cite{Frenkel-Kac-Wakimoto92}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras_deep.tex,198
thm:w-toda,theorem,\texorpdfstring{$\mathcal{W}$}{W}-algebras and Toda systems \cite{FF}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras_deep.tex,362
thm:winfty-factorization-kd,theorem,"Factorization Koszul dual of
\texorpdfstring{$\mathcal{W}_\infty$}{W_infinity} via DS--sectorwise convergence;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras_deep.tex,827
prop:w3-deg3-vacuum,proposition,\texorpdfstring{$\mathcal{W}_3$}{W_3} degree-3 vacuum cancellation; \ClaimStatusProvedHere,ProvedHere,chapters/examples/w_algebras_deep.tex,1338
prop:ds-koszul-hierarchy,proposition,"DS hierarchy and Koszul duality: proved cases;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/w_algebras_deep.tex,1547
thm:ds-platonic-functor,theorem,DS reduction as a functor on platonic packages,ProvedHere,chapters/examples/w_algebras_deep.tex,1618
prop:svir-3d-sugra-action,proposition,SuperVirasoro 3d HT lift; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/w_algebras_deep.tex,1923
thm:winfty-scalar,theorem,"Scalar saturation of $\mathcal{W}_\infty$: the shadow tower
collapses",ProvedHere,chapters/examples/w_algebras_deep.tex,2004
prop:gram-wt4,proposition,Weight-$4$ Gram matrix,ProvedHere,chapters/examples/w_algebras_deep.tex,2156
cor:lambda-qp,corollary,Quasi-primary at weight~$4$,ProvedHere,chapters/examples/w_algebras_deep.tex,2221
thm:c334,theorem,Structure constant of the $\mathcal{W}_4$ algebra,ProvedHere,chapters/examples/w_algebras_deep.tex,2263
prop:virasoro-primitive,proposition,Virasoro primitive series,ProvedHere,chapters/examples/w_algebras_deep.tex,2447
prop:virasoro-bar-window,proposition,Virasoro bar windows,ProvedHere,chapters/examples/w_algebras_deep.tex,2508
prop:virasoro-entropy,proposition,Virasoro Koszul entropy,ProvedHere,chapters/examples/w_algebras_deep.tex,2549
prop:w3-basis-weight3,proposition,$\Walg_3$ exact bar basis at reduced weight~$3$,ProvedHere,chapters/examples/w_algebras_deep.tex,2651
prop:w3-entropy,proposition,$\Walg_3$ Koszul entropy,ProvedHere,chapters/examples/w_algebras_deep.tex,2685
prop:wn-character-primitive,proposition,$\Walg_N$ character and primitive series,ProvedHere,chapters/examples/w_algebras_deep.tex,2705
prop:wn-entropy-ladder,proposition,$\Walg_N$ entropy ladder,ProvedHere,chapters/examples/w_algebras_deep.tex,2738
prop:winfty-macmahon,proposition,"$\Walg_\infty$ character and MacMahon
factorization",ProvedHere,chapters/examples/w_algebras_deep.tex,2796
prop:winfty-bar-window,proposition,"$\Walg_\infty$ bar-window series and Koszul
entropy",ProvedHere,chapters/examples/w_algebras_deep.tex,2832
thm:bfn,theorem,BFN construction; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/examples/yangians_computations.tex,40
prop:yangian-rank-dependence,proposition,Rank dependence of Yangian bar complex; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,519
prop:eval-module-bar,proposition,Evaluation module bar complex; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,656
thm:yangian-bgg,theorem,Yangian BGG resolution; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,745
cor:yangian-ext-exchange,corollary,"Ext exchange for Yangian modules;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,800
prop:yangian-dk2-thick-generation,proposition,"DK-2 reduction to thick generation in
category~\texorpdfstring{$\mathcal{O}$}{O}; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,850
prop:dk2-thick-generation-typeA,proposition,"Thick generation by evaluation modules
in type~\texorpdfstring{$A$}{A}; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,902
lem:composition-thick-generation,lemma,"Thick generation from finite composition series;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,996
thm:catO-thick-generation,theorem,"Thick generation of category~\texorpdfstring{$\mathcal{O}$}{O} by
evaluation modules, type~\texorpdfstring{$A$}{A}; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1027
prop:bar-cobar-kazhdan-candidate,proposition,"Bar-cobar as factorization Kazhdan candidate;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1111
lem:monoidal-thick-extension,lemma,"Monoidal extension to thick closures;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1213
thm:dk-fd-typeA,theorem,"Finite-dimensional factorization Drinfeld--Kohno,
type~\texorpdfstring{$A$}{A}; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1235
cor:dk-partial-conj,corollary,"Partial resolution of
Conjecture~\textup{\ref{conj:full-derived-dk}};
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1310
cor:dk-poly-catO,corollary,"Factorization DK for polynomial
category~\texorpdfstring{$\mathcal{O}$}{O}, type~\texorpdfstring{$A$}{A}; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1329
lem:fd-thick-closure,lemma,"Finite-dimensional thick-closure constraint;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1401
prop:yangian-bar-loop-weight,proposition,"Loop-weight filtration of the Yangian bar
complex; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1487
prop:thick-gen-projective,proposition,"Thick generation via projective resolutions;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1738
prop:bgg-criterion,proposition,"BGG resolution criterion for thick generation;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,1868
prop:heart-capture-criterion,proposition,Heart-capture criterion; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,2027
prop:standard-capture-criterion,proposition,Standard-capture criterion; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,2047
cor:sectorwise-localizing-generation,corollary,Sectorwise localizing generation; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,2072
prop:lqt-e1-subexponential-growth,proposition,"Sub-exponential growth of the \texorpdfstring{$E_1$}{E_1} page;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,2141
thm:eval-core-identification,theorem,"Evaluation-generated core identification, type~\texorpdfstring{$A$}{A};
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,2244
thm:baxter-exact-triangles-opoly,theorem,"Baxter exact triangles on
\texorpdfstring{$\mathcal{O}_{\mathrm{poly}}$}{Opoly};
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,2305
prop:baxter-yangian-equivariance,proposition,"Yangian equivariance of the Baxter singular vector;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,2388
cor:baxter-naturality-opoly,corollary,"Naturality on
$\mathcal{O}_{\mathrm{poly}}$; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,2462
thm:shifted-prefundamental-generation,theorem,"$E_1$-chiral thick generation for $Y(\mathfrak{sl}_N)$;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,2507
prop:prefundamental-clebsch-gordan,proposition,Prefundamental Clebsch--Gordan; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,2732
cor:universal-character-containment,corollary,Universal character containment; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,2757
cor:k0-generation-OY,corollary,$K_0$ generation of $\mathcal{O}_Y$; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,2771
thm:mc3-type-a-resolution,theorem,MC3 resolution in type $A$; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,3064
prop:monopole-hilbert-decomp,proposition,"Hilbert space decomposition;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/examples/yangians_computations.tex,3217
prop:dirichlet-character,proposition,"Dirichlet boundary character;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/examples/yangians_computations.tex,3237
prop:gauge-koszul-dual-shifted-cotangent,proposition,"Koszul dual of gauge boundary chiral algebra;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/examples/yangians_computations.tex,3304
thm:yangian-vector-seed-propagation,theorem,"Propagation from the vector seed;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,3499
cor:compact-core-rigidity,corollary,Compact-core rigidity; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,3530
prop:yangian-failure-unweighted,proposition,"Failure of unweighted stabilization;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,3552
thm:yangian-weightwise-MC4,theorem,"Weightwise MC4 for the principal RTT tower;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,3567
thm:yangian-baxter-rees-algebraicity,theorem,"Algebraicity of the Baxter--Rees family;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,3618
thm:yangian-generic-boundary-fibers,theorem,Generic and boundary fibers; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,3644
prop:baxter-rees-derived-realization,proposition,"Derived realization of the Baxter--Rees family;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,3670
thm:yangian-H2-reduction,theorem,"$H^2$-reduction to the three-leg sector;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_computations.tex,3737
prop:yangian-baxter-KS-cocycle,proposition,Concrete cocycle; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_computations.tex,3815
thm:derived-dk-affine,theorem,"Chain-level derived Drinfeld--Kohno for affine algebras;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,103
thm:derived-dk-yangian,theorem,"Derived Drinfeld--Kohno on the evaluation-generated subcategory;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,202
thm:factorization-dk-eval,theorem,"Factorization DK on evaluation locus;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,367
prop:yangian-dk3-generated-core,proposition,"DK-3 reduction to evaluation-generated
factorization cores; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,466
thm:sectorwise-spectral-convergence,theorem,"Sectorwise spectral convergence;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,581
thm:h-level-factorization-kd,theorem,"\texorpdfstring{$\infty$}{infinity}-categorical factorization Koszul duality
via sectorwise convergence; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,630
cor:dk23-all-types,corollary,"DK-2/3 for all simple types via sectorwise
convergence; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,767
prop:yangian-canonical-hlevel-target,proposition,"Canonical Yangian H-level dg target from factorization
formal moduli; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,955
prop:yangian-canonical-envelope,proposition,"Canonical associative dg model of the Yangian
formal-moduli target; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,996
thm:factorization-positselski,theorem,Factorization Positselski equivalence; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,1267
thm:ind-completed-extension,theorem,Ind-completed factorization DK equivalence; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,1388
prop:finite-stage-tangent,proposition,"Finite-stage tangent Lie algebras;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,1589
thm:rtt-mittag-leffler,theorem,"Mittag-Leffler for the RTT bar cohomology tower;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,1696
cor:completed-bar-cobar-yangian,corollary,"Completed bar-cobar equivalence for Yangians;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,1794
prop:dg-shifted-quotient-criterion,proposition,"Formal quotient criterion for dg-shifted Yangians;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2000
prop:yangian-dk-mc4-reduction,proposition,"Formal reduction principle from DK-3 to
DK-4/DK-5; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2079
thm:bridge-criterion,theorem,Bridge Criterion Theorem; \ClaimStatusProvedHere,ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2247
prop:yangian-dk4-typea-frontier,proposition,"DK-4 reduction to the fundamental residue packet in
standard type~A; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2420
prop:yangian-dk5-compact-generators,proposition,"DK-5 reduction to compact-generator comparison;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2537
prop:yangian-dk5-fundamental-packet,proposition,"Compact-core comparison reduces to the completed
fundamental packet; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2596
prop:yangian-dk5-ind-extension,proposition,"DK-5 comparison functor is the ind-extension of the
compact core; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2679
cor:yangian-dk5-compact-core,corollary,"DK-5 reduces to the compact-core equivalence;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2760
cor:yangian-dk5-fundamental-packet,corollary,"DK-5 reduces to compact generation plus completed
fundamental-packet transport; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2791
prop:yangian-dk5-core-realization,proposition,"Compact-core DK-5 functors from realization of the
proved finite-dimensional factorization DK core; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2828
lem:yangian-fd-fundamental-generation,lemma,"Finite-dimensional Yangian factorization core is
generated by fundamental evaluation objects; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2895
lem:quantum-fd-fundamental-generation,lemma,"Finite-dimensional quantum-group factorization core is
generated by fundamental evaluation objects; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2925
prop:yangian-dk5-spectral-realization-formal,proposition,"Spectral compact-core realization is formal from
generator transport; \ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,2956
prop:yangian-dk5-spectral-fundamental-packet,proposition,"On the spectral side, ordered tensor-generator
transport is forced by the completed fundamental packet;
\ClaimStatusProvedHere",ProvedHere,chapters/examples/yangians_drinfeld_kohno.tex,3014
