issue_id,part,chapter_file,chapter_pages,section_page,line,heading,nearest_heading,kind,status,severity,snippet,action,algorithm
I0100,Core Theory,chapters/theory/koszul_pair_structure.tex,607-634,630,1789,\subsection{Physical interpretation: quantum groups and Chern--Simons},\subsection{Physical interpretation: quantum groups and Chern--Simons},narrative-meta,must-upgrade,high,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0101,Core Theory,chapters/theory/koszul_pair_structure.tex,607-634,631,1844,\subsection{The holographic interpretation},\subsection{The holographic interpretation},status-conjectured,must-upgrade,high,\begin{conjecture}[AdS/CFT as Chern--Simons/Koszul duality; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0102,Core Theory,chapters/theory/koszul_pair_structure.tex,607-634,631,1852,\subsection{The holographic interpretation},\subsection{The holographic interpretation},narrative-meta,must-upgrade,high,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0103,Core Theory,chapters/theory/koszul_pair_structure.tex,607-634,631,1866,\subsection{The holographic interpretation},\subsection{The holographic interpretation},narrative-meta,must-upgrade,high,"frontier order, the theorematic input here is the boundary-side",Prune internal-project vocabulary from running prose,ALG-I
I0104,Core Theory,chapters/theory/koszul_pair_structure.tex,607-634,632,1928,\subsection{BV formalism},\subsection{BV formalism},status-heuristic,must-upgrade,high,\begin{remark}[Chern--Simons interpretation; \ClaimStatusHeuristic]\label{rem:cs-interp},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0105,Core Theory,chapters/theory/koszul_pair_structure.tex,607-634,633,1950,\section{Open questions},\section{Open questions},meta-heading,must-upgrade,critical,\section{Open questions},Retitle or relocate heading outside theorematic flow,ALG-A
I0129,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,737,209,\subsection{\texorpdfstring{The AdS$_3$/CFT$_2$ example: twisted supergravity}{The AdS 3/CFT 2 example: twisted supergravity}},\subsection{\texorpdfstring{The AdS$_3$/CFT$_2$ example: twisted supergravity}{The AdS 3/CFT 2 example: twisted supergravity}},status-conjectured,must-upgrade,high,\begin{conjecture}[Gravitational backreaction and deformation; \ClaimStatusConjectured]\label{conj:backreaction},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0130,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,737,232,\subsection{\texorpdfstring{The AdS$_3$/CFT$_2$ example: twisted supergravity}{The AdS 3/CFT 2 example: twisted supergravity}},\subsection{\texorpdfstring{The AdS$_3$/CFT$_2$ example: twisted supergravity}{The AdS 3/CFT 2 example: twisted supergravity}},status-conjectured,must-upgrade,high,This theorem is tagged \ClaimStatusConjectured: the $1/N$ expansion of,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0131,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,737,239,\subsection{\texorpdfstring{The AdS$_3$/CFT$_2$ example: twisted supergravity}{The AdS 3/CFT 2 example: twisted supergravity}},\subsection{\texorpdfstring{The AdS$_3$/CFT$_2$ example: twisted supergravity}{The AdS 3/CFT 2 example: twisted supergravity}},narrative-meta,must-upgrade,high,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0132,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,737,240,\subsection{\texorpdfstring{The AdS$_3$/CFT$_2$ example: twisted supergravity}{The AdS 3/CFT 2 example: twisted supergravity}},\subsection{\texorpdfstring{The AdS$_3$/CFT$_2$ example: twisted supergravity}{The AdS 3/CFT 2 example: twisted supergravity}},status-conjectured,must-upgrade,high,Conjecture~\ref{conj:backreaction} is tagged \ClaimStatusConjectured{} because,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0133,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,738,291,\subsection{Physical interpretation: defects and open-closed duality},\subsection{Physical interpretation: defects and open-closed duality},narrative-meta,must-upgrade,high,"Within the frontier order of this monograph, the theorematic content is",Prune internal-project vocabulary from running prose,ALG-I
I0134,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,740,369,\subsection{Applications and future directions},\subsection{Applications and future directions},meta-heading,must-upgrade,critical,\subsection{Applications and future directions},Retitle or relocate heading outside theorematic flow,ALG-A
I0135,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,744,884,\subsubsection{Operadic Koszul duality and the prism},\subsubsection{Operadic Koszul duality and the prism},status-conjectured,must-upgrade,high,\begin{definition}[Modular graph coefficient algebra; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0136,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,750,1101,\subsection{Holographic interpretation},\subsection{Holographic interpretation},status-conjectured,must-upgrade,high,\begin{conjecture}[Holographic Koszul duality; \ClaimStatusConjectured]\label{conj:holographic-koszul},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0137,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,750,1136,\subsection{Holographic interpretation},\subsection{Holographic interpretation},narrative-meta,must-upgrade,high,\begin{remark}[Physical evidence and scope],Prune internal-project vocabulary from running prose,ALG-I
I0138,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,750,1140,\subsection{Holographic interpretation},\subsection{Holographic interpretation},status-conjectured,must-upgrade,high,\ClaimStatusConjectured{} because the holographic identification of the,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0139,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,750,1148,\subsection{Holographic interpretation},\subsection{Holographic interpretation},narrative-meta,must-upgrade,high,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0140,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,750,1149,\subsection{Holographic interpretation},\subsection{Holographic interpretation},status-conjectured,must-upgrade,high,Conjecture~\ref{conj:holographic-koszul} is tagged \ClaimStatusConjectured{},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0141,Core Theory,chapters/theory/poincare_duality_quantum.tex,681-752,750,1161,\subsection{Holographic interpretation},\subsection{Holographic interpretation},narrative-meta,must-upgrade,high,physical input that we do not attempt to supply.  In the repo's frontier,Prune internal-project vocabulary from running prose,ALG-I
I0566,Core Theory,main.tex,,,774,Part I opener,Part I opener,architecture,must-upgrade,critical,Part I opener,Replace part opener with mathematical contract; remove status/frontier diction,ALG-C
I0248,Complete Portraits,chapters/examples/deformation_quantization.tex,,1081,110,\subsection{Operator product expansion as star product},\subsection{Operator product expansion as star product},status-conjectured,must-upgrade,high,"The higher-genus extension is conjectural (\ClaimStatusConjectured): it requires controlling the global obstructions in $H^2$ of the chiral Hochschild complex on $\overline{\mathcal{M}}_{g,n}$.  This remains open.","Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0249,Complete Portraits,chapters/examples/deformation_quantization.tex,,1093,670,\subsection{AdS/CFT and holography},\subsection{AdS/CFT and holography},status-conjectured,must-upgrade,high,\begin{conjecture}[Holographic duality; \ClaimStatusConjectured]\label{conj:deformation-holographic},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0250,Complete Portraits,chapters/examples/deformation_quantization.tex,,1093,679,\subsection{AdS/CFT and holography},\subsection{AdS/CFT and holography},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0251,Complete Portraits,chapters/examples/deformation_quantization.tex,,1093,680,\subsection{AdS/CFT and holography},\subsection{AdS/CFT and holography},narrative-meta,must-upgrade,medium,The mathematical content --- that the genus expansion $\sum_g \hbar^{2g-2} F_g$ is computed by the bar complex via configuration space integrals --- is established in the preceding sections.  The interpretation as a bulk,Prune internal-project vocabulary from running prose,ALG-I
I0252,Complete Portraits,chapters/examples/deformation_quantization.tex,,1093,681,\subsection{AdS/CFT and holography},\subsection{AdS/CFT and holography},narrative-meta,must-upgrade,medium,"In the monograph's frontier order, the theorematic input here is the boundary genus expansion itself; the open task is the downstream MC5 identification of that series with a bulk path integral, not any missing finite-ty",Prune internal-project vocabulary from running prose,ALG-I
I0253,Complete Portraits,chapters/examples/deformation_quantization.tex,,1099,1131,\section{Open questions}\label{sec:open-questions},\section{Open questions}\label{sec:open-questions},meta-heading,must-upgrade,critical,\section{Open questions}\label{sec:open-questions},Retitle or relocate heading outside theorematic flow,ALG-A
I0344,Complete Portraits,chapters/examples/detailed_computations.tex,,1253,873,\subsection{Weight-decomposed modular rank},\subsection{Weight-decomposed modular rank},status-conjectured,must-upgrade,high,(\ClaimStatusConjectured).,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0571,Complete Portraits,chapters/examples/examples_summary.tex,,1293,1,"Summary chapter title ""Summary of Part XI""",\chapter*{Summary of Part XI},architecture,must-upgrade,high,"Summary chapter title ""Summary of Part XI""",Normalize title and numbering to current volume architecture,ALG-I
I0345,Complete Portraits,chapters/examples/examples_summary.tex,,1293,107,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},status-conjectured,must-upgrade,high,(\ClaimStatusProvedHere); CJ = conjectured (\ClaimStatusConjectured).,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0346,Complete Portraits,chapters/examples/examples_summary.tex,,1293,145,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,Proposition~\ref{prop:winfty-mc4-frontier-package} packages this,Prune internal-project vocabulary from running prose,ALG-I
I0347,Complete Portraits,chapters/examples/examples_summary.tex,,1293,157,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,The remaining Yangian frontier is the staged DK-2--DK-5 ladder.,Prune internal-project vocabulary from running prose,ALG-I
I0348,Complete Portraits,chapters/examples/examples_summary.tex,,1293,172,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,"tower, Proposition~\ref{prop:yangian-dk4-typea-frontier} reduces that",Prune internal-project vocabulary from running prose,ALG-I
I0349,Complete Portraits,chapters/examples/examples_summary.tex,,1293,407,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,The individual synthesis remarks---Remark~\ref{rem:sl2-three-theorems},Prune internal-project vocabulary from running prose,ALG-I
I0350,Complete Portraits,chapters/examples/examples_summary.tex,,1293,618,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},status-conjectured,must-upgrade,high,setting --- would upgrade the value from \ClaimStatusConjectured{} to,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0351,Complete Portraits,chapters/examples/examples_summary.tex,,1293,857,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},status-conjectured,must-upgrade,high,"(\ClaimStatusConjectured): for any simple $\mathfrak{g}$, the","Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0352,Complete Portraits,chapters/examples/examples_summary.tex,,1293,875,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},status-conjectured,must-upgrade,high,\ClaimStatusConjectured]\label{conj:ds-spectral-branch-preservation},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0353,Complete Portraits,chapters/examples/examples_summary.tex,,1293,920,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},status-conjectured,must-upgrade,high,\begin{conjecture}[Kodaira--Spencer operator on reduced bar cohomology; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0354,Complete Portraits,chapters/examples/examples_summary.tex,,1293,981,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0355,Complete Portraits,chapters/examples/examples_summary.tex,,1293,1094,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},status-conjectured,must-upgrade,high,\begin{conjecture}[$\widehat{\mathfrak{sl}}_3$ bar generating function; \ClaimStatusConjectured]\label{conj:sl3-bar-gf},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0356,Complete Portraits,chapters/examples/examples_summary.tex,,1293,1142,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,"\emph{Scope.}  Independent verification requires computing $\dim H^4(\barBgeom(\widehat{\mathfrak{sl}}_{3,k}))$ directly from the chiral bar differential.  The value $1352$ would confirm the recurrence~\eqref{eq:sl3-bar-",Prune internal-project vocabulary from running prose,ALG-I
I0357,Complete Portraits,chapters/examples/examples_summary.tex,,1293,1147,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0358,Complete Portraits,chapters/examples/examples_summary.tex,,1293,1243,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},status-conjectured,must-upgrade,high,following conjectural interpretation (\ClaimStatusConjectured): the,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0359,Complete Portraits,chapters/examples/examples_summary.tex,,1293,1246,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,(\S\ref{sec:modular-koszul-programme}).  The precise relationship,Prune internal-project vocabulary from running prose,ALG-I
I0360,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2181,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},status-conjectured,must-upgrade,high,\ClaimStatusConjectured,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0361,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2192,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,The scope of this extension is discussed in,Prune internal-project vocabulary from running prose,ALG-I
I0362,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2210,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,three-theorem synthesis,Prune internal-project vocabulary from running prose,ALG-I
I0363,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2229,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,three-theorem synthesis (Remark~\ref{rem:sl2-three-theorems}).,Prune internal-project vocabulary from running prose,ALG-I
I0364,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2248,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,three-theorem synthesis,Prune internal-project vocabulary from running prose,ALG-I
I0365,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2254,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,three-theorem synthesis,Prune internal-project vocabulary from running prose,ALG-I
I0366,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2261,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,three-theorem synthesis,Prune internal-project vocabulary from running prose,ALG-I
I0367,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2268,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,three-theorem synthesis,Prune internal-project vocabulary from running prose,ALG-I
I0368,Complete Portraits,chapters/examples/examples_summary.tex,,1293,2281,\chapter*{Summary of Part XI},\chapter*{Summary of Part XI},narrative-meta,must-upgrade,medium,"The computations of Part~II are complete.  Part~III connects the bar-cobar framework to adjacent programs --- Feynman diagrams, BV-BRST, holomorphic-topological field theories, the 4d/2d correspondence --- and concludes ",Prune internal-project vocabulary from running prose,ALG-I
I0570,Complete Portraits,chapters/examples/free_fields.tex,,847,2,"Generic chapter title ""Examples""",\chapter{Examples}\label{chap:free-fields},architecture,must-upgrade,high,"Generic chapter title ""Examples""",Rename chapter to mathematical subject (e.g. Free field atoms or Free fields),ALG-H
I0183,Complete Portraits,chapters/examples/free_fields.tex,,852,327,\subsection{Derived completion and extended duality},\subsection{Derived completion and extended duality},status-conjectured,must-upgrade,high,\begin{conjecture}[Extended fermion-ghost duality; \ClaimStatusConjectured]\label{conj:extended-ferm-ghost},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0184,Complete Portraits,chapters/examples/free_fields.tex,,869,1582,\subsection{Koszul duality table},\subsection{Koszul duality table},status-conjectured,must-upgrade,high,Virasoro & $W_\infty$ & Curved & AdS$_3$/CFT$_2$ & \ClaimStatusConjectured \\,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0185,Complete Portraits,chapters/examples/free_fields.tex,,869,1583,\subsection{Koszul duality table},\subsection{Koszul duality table},status-conjectured,must-upgrade,high,$\mathcal{W}_N$ & Yangian $Y(\mathfrak{gl}_N)$ & Curved & Higher spin & \ClaimStatusConjectured \\,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0186,Complete Portraits,chapters/examples/free_fields.tex,,869,1584,\subsection{Koszul duality table},\subsection{Koszul duality table},status-conjectured,must-upgrade,high,Super-Virasoro & Super-$W_\infty$ & Curved & AdS$_3$ sugra & \ClaimStatusConjectured \\,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0187,Complete Portraits,chapters/examples/free_fields.tex,,869,1619,\subsection{Koszul duality table},\subsection{Koszul duality table},status-conjectured,must-upgrade,high,"\item \emph{Conjectural} (\ClaimStatusConjectured): The H-level realizations Virasoro $\rightsquigarrow W_\infty$, $\mathcal{W}_N \rightsquigarrow Y(\mathfrak{gl}_N)$, and Super-Virasoro $\rightsquigarrow$ Super-$W_\infty$ remain conjectures motivated by physical considerations (higher-spin holography, integrable systems) and by the structure of the bar complex computations in this manuscript.","Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0188,Complete Portraits,chapters/examples/free_fields.tex,,869,1621,\subsection{Koszul duality table},\subsection{Koszul duality table},narrative-meta,must-upgrade,medium,"For the Virasoro and principal $\mathcal{W}_N$ rows, the live frontier is no longer a vague infinite-generator existence problem: the standard principal-stage completed M-level packages are theorematic, and the remaining",Prune internal-project vocabulary from running prose,ALG-I
I0189,Complete Portraits,chapters/examples/free_fields.tex,,869,1641,\subsection{Koszul duality table},\subsection{Koszul duality table},narrative-meta,must-upgrade,medium,Significant partial progress exists: the bar--semi-infinite identifications (Theorems~\ref{thm:bar-semi-infinite-km} and~\ref{thm:bar-semi-infinite-w}) establish that the bar complex of any Kac--Moody or W-algebra comput,Prune internal-project vocabulary from running prose,ALG-I
I0190,Complete Portraits,chapters/examples/free_fields.tex,,869,1645,\subsection{Koszul duality table},\subsection{Koszul duality table},narrative-meta,must-upgrade,medium,\begin{remark}[Scope: conjectural table entries],Prune internal-project vocabulary from running prose,ALG-I
I0191,Complete Portraits,chapters/examples/free_fields.tex,,869,1646,\subsection{Koszul duality table},\subsection{Koszul duality table},narrative-meta,must-upgrade,medium,"The three conjectural Koszul duality identifications in the table above --- Virasoro $\leftrightarrow$ $W_\infty$, $\mathcal{W}_N \leftrightarrow Y(\mathfrak{gl}_N)$, and Super-Virasoro $\leftrightarrow$ Super-$W_\infty$",Prune internal-project vocabulary from running prose,ALG-I
I0192,Complete Portraits,chapters/examples/free_fields.tex,,869,1663,\subsection{Koszul duality table},\subsection{Koszul duality table},narrative-meta,must-upgrade,medium,This constrains the frontier in two layers.,Prune internal-project vocabulary from running prose,ALG-I
I0193,Complete Portraits,chapters/examples/free_fields.tex,,881,2278,\section{\texorpdfstring{Explicit $A_\infty$ structure for $\mathcal{W}$-algebras}{Explicit A- structure for $\mathcal{W}$-algebras}},\section{\texorpdfstring{Explicit $A_\infty$ structure for $\mathcal{W}$-algebras}{Explicit A- structure for $\mathcal{W}$-algebras}},status-conjectured,must-upgrade,high,cohomology; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0194,Complete Portraits,chapters/examples/free_fields.tex,,881,2287,\section{\texorpdfstring{Explicit $A_\infty$ structure for $\mathcal{W}$-algebras}{Explicit A- structure for $\mathcal{W}$-algebras}},\section{\texorpdfstring{Explicit $A_\infty$ structure for $\mathcal{W}$-algebras}{Explicit A- structure for $\mathcal{W}$-algebras}},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0195,Complete Portraits,chapters/examples/free_fields.tex,,901,3867,\subsection{Worldsheet perspective: higher genus},\subsection{Worldsheet perspective: higher genus},status-conjectured,must-upgrade,high,$g \geq 1$; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0196,Complete Portraits,chapters/examples/free_fields.tex,,901,3882,\subsection{Worldsheet perspective: higher genus},\subsection{Worldsheet perspective: higher genus},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0197,Complete Portraits,chapters/examples/free_fields.tex,,902,3896,\subsection{Holographic duality via bar-cobar},\subsection{Holographic duality via bar-cobar},status-conjectured,must-upgrade,high,\begin{conjecture}[Bulk-boundary correspondence; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0198,Complete Portraits,chapters/examples/free_fields.tex,,903,3948,\section{Holographic reconstruction via Koszul duality},\section{Holographic reconstruction via Koszul duality},status-conjectured,must-upgrade,high,\begin{conjecture}[Bulk package from boundary shadow; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0199,Complete Portraits,chapters/examples/free_fields.tex,,903,3966,\section{Holographic reconstruction via Koszul duality},\section{Holographic reconstruction via Koszul duality},status-conjectured,must-upgrade,high,\begin{conjecture}[Holographic dictionary; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0200,Complete Portraits,chapters/examples/free_fields.tex,,903,3985,\section{Holographic reconstruction via Koszul duality},\section{Holographic reconstruction via Koszul duality},narrative-meta,must-upgrade,medium,\begin{remark}[Scope of holographic statements],Prune internal-project vocabulary from running prose,ALG-I
I0201,Complete Portraits,chapters/examples/free_fields.tex,,903,3987,\section{Holographic reconstruction via Koszul duality},\section{Holographic reconstruction via Koszul duality},status-conjectured,must-upgrade,high,The holographic conjectures remain \ClaimStatusConjectured{} because they,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0202,Complete Portraits,chapters/examples/free_fields.tex,,904,4040,\section{Quantum corrections and deformed Koszul duality},\section{Quantum corrections and deformed Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0203,Complete Portraits,chapters/examples/free_fields.tex,,904,4064,\section{Quantum corrections and deformed Koszul duality},\section{Quantum corrections and deformed Koszul duality},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0204,Complete Portraits,chapters/examples/free_fields.tex,,904,4077,\section{Entanglement and Koszul duality},\section{Entanglement and Koszul duality},status-heuristic,must-upgrade,high,\ClaimStatusHeuristic\,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0205,Complete Portraits,chapters/examples/free_fields.tex,,905,4136,\section{String amplitudes via bar complex},\section{String amplitudes via bar complex},status-conjectured,must-upgrade,high,\ClaimStatusConjectured]\label{conj:string-amplitude},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0206,Complete Portraits,chapters/examples/free_fields.tex,,905,4152,\section{String amplitudes via bar complex},\section{String amplitudes via bar complex},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0207,Complete Portraits,chapters/examples/free_fields.tex,,908,4349,\section{\texorpdfstring{Modular invariance under $SL_2(\mathbb{Z})$}{Modular invariance under SL-2(Z)}},\section{\texorpdfstring{Modular invariance under $SL_2(\mathbb{Z})$}{Modular invariance under SL-2(Z)}},status-conjectured,must-upgrade,high,algebras; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0208,Complete Portraits,chapters/examples/free_fields.tex,,908,4375,\section{\texorpdfstring{Modular invariance under $SL_2(\mathbb{Z})$}{Modular invariance under SL-2(Z)}},\section{\texorpdfstring{Modular invariance under $SL_2(\mathbb{Z})$}{Modular invariance under SL-2(Z)}},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0332,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,285,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},status-conjectured,must-upgrade,high,\textup{(\ClaimStatusConjectured; physics;,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0333,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,304,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},status-conjectured,must-upgrade,high,\begin{conjecture}[$\mathcal{W}_3$ bar cohomology algebraicity; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0334,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,324,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},narrative-meta,must-upgrade,medium,"\emph{Scope.}  Verification requires computing $\dim H^5(\barBgeom(\mathcal{W}_3^k))$: the value $171$ would confirm the recurrence~\eqref{eq:w3-bar-recurrence}, while any other value would rule it out and point to a non",Prune internal-project vocabulary from running prose,ALG-I
I0335,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,327,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0336,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,332,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},status-conjectured,must-upgrade,high,\begin{conjecture}[Non-simply-laced discriminant; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0337,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,342,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},narrative-meta,must-upgrade,medium,"\emph{Scope.}  Even for $G_2$, only three data points are available.  The chain-group dimensions are $\dim(\mathfrak{g})^n \cdot (n{-}1)! = 14, 392, 5488$ for $n = 1, 2, 3$; the \emph{bar cohomology} dimensions are not y",Prune internal-project vocabulary from running prose,ALG-I
I0338,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,345,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
