volume,part,file,line,label,env_type,status,title,snippet,risk,attack_swarm,dismissal_stance,dismissal_reason
V1,examples,chapters/examples/landscape_census.tex,2666,rem:yangian-collapse-conj,remark,Conjectured,Yangian collapse conjecture,"ClaimStatusConjectured index{Yangian!spectral sequence collapse} We expect the spectral sequence for to collapse at~ , which would establish the Koszulness of the Yangian as an -chiral algebra. The RTT presentation (Theorem~) gives a quadratic-dual coalgebra whose Hilbert series is consistent with -collapse through degree~ . A proof would require extending the FM compactification arguments of Theo",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level. | Braiding checker: inspect pole order, evaluation-module assumptions, and whether YBE/CYBE is proved or only inferred from examples.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/lattice_foundations.tex,2892,conj:lattice:quantum-group-connection,conjecture,Conjectured,Deformed FKS and quantum group connection,"index{quantum group!lattice construction connection} For simply-laced of rank and , the quantum lattice algebra has the following properties: begin{enumerate}[label=( roman*)] item The category of -modules is a braided monoidal category with braiding controlled by the deformed commutator . item For , this braided category is conjecturally equivalent, as a braided monoidal category, to . item The i",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/lattice_foundations.tex,4152,conj:lattice:dk5-quantum-bridge,conjecture,Conjectured,Lattice approach to DK-5 at roots of unity,"index{Drinfeld--Kohno!DK-5 via quantum lattice} If the quantum group identification textup{(}Conjecture~ textup{(ii))} holds --- i.e., if the module category of is equivalent to as a braided monoidal category --- then the quantum lattice factorization DK textup{(}Theorem~ textup{)} gives the full triple bridge of Conjecture~ textup{}: begin{equation} Factord(X; Vlat_{ Lambda_ fg}^{N,q}) ; simeq ; ",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/lattice_foundations.tex,4484,conj:lattice:e1-hochschild,conjecture,Conjectured,$\Eone$ lattice Hochschild cohomology,"ClaimStatusConjectured] index{Hochschild cohomology!E1-chiral lattice@ -chiral lattice} For a quantum lattice algebra : begin{enumerate}[label= textup{( roman*)}] item The -chiral Hochschild cohomology decomposes by lattice sector: . item In the Cartan sector ( ), the and Hochschild cohomologies are isomorphic (the Cartan generators are regardless of the cocycle). item In non-zero sectors ( ), the",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/toroidal_elliptic.tex,170,conj:toroidal-e1,conjecture,Conjectured,Elliptic-curve toroidal realization,The toroidal algebra admits a curve-based -chiral realization on the elliptic curve (with modulus ).,high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/toroidal_elliptic.tex,178,conj:toroidal-surface-factorization,conjecture,Conjectured,Double-affine surface-factorization realization,"The same toroidal data should extend to a doubly-graded surface-factorization or double-affine object on , with one direction encoding the spectral parameter and the other the elliptic coordinate. (This is the toroidal/elliptic extension flank of Conjecture~, not the standard /Yangian finite-packet lane.)",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/toroidal_elliptic.tex,188,__unlabeled_chapters/examples/toroidal_elliptic.tex:188,remark,Conjectured,Scope,"Conjecture~ is conjectural ( ClaimStatusConjectured): a complete proof requires verifying associativity of the -chiral product directly from the OPE relations, since the BD locality approach applies only to commutative chiral algebras. The realization (Conjecture~) is a separate surface-factorization problem within the MC4 elliptic/double-affine extension problem. emph{Homotopy template} (Conventi",medium,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/toroidal_elliptic.tex,254,conj:toroidal-koszul-dual,conjecture,Conjectured,Toroidal Koszul dual,"index{toroidal algebra!Koszul dual} The -chiral Koszul dual of the toroidal algebra is isomorphic to , the toroidal algebra with inverted parameters. (Contributing to the toroidal/elliptic extension flank of Conjecture~.)",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/toroidal_elliptic.tex,347,rem:elliptic-qg-bar,remark,Conjectured,Elliptic quantum groups and bar complex,"index{elliptic quantum group!bar complex} We expect ( ClaimStatusConjectured, conditional on Conjecture~): (i)~ on computes the chiral coalgebra (elliptic Kazhdan--Lusztig); (ii)~the dynamical parameter (Definition~) is the B-cycle monodromy of the elliptic propagator (elliptic analogue of ); (iii)~the dynamical YBE for is the elliptic deformation of (Proposition~), with the dynamical parameter fr",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/toroidal_elliptic.tex,1513,prop:m2-four-fold-matching,proposition,Conjectured,Four-fold matching,index{M2-brane!sector/level/genus matching} The Koszul duality respects the following matchings: begin{enumerate} item emph{Sector-wise.} The adjoint label in the generator of the boundary algebra matches the dual label in the generator of the bulk algebra. item emph{Level-wise.} The double-loop bidegree is preserved under bar-cobar duality: the -component of is dual to the -component of . item em,medium,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/w_algebras.tex,373,conj:w-orbit-duality,conjecture,Conjectured,W-algebra Koszul duality for general nilpotent,"index{orbit duality} For non-principal nilpotent and simply-laced : begin{equation} mathcal{W}^k( mathfrak{g}, f)^! simeq mathcal{W}^{k'}( mathfrak{g}, f^D) end{equation} where is the Barbasch--Vogan dual nilpotent (whose orbit has the same component group as ) and is determined by the Feigin--Frenkel involution shifted by the difference in Dynkin gradings. For non-simply-laced , the duality invol",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/w_algebras.tex,2157,conj:agt-w-algebra,conjecture,Conjectured,AGT correspondence --- W-algebra version,"For 4d gauge theory with gauge group on in -background , the Nekrasov partition function equals a conformal block: begin{equation} mathcal{Z}_{ text{Nek}}^{G, C_g}( epsilon_1, epsilon_2; vec{a}, q) = langle V_1 | q^{L_0} | V_2 rangle_{ mathcal{W}^k(G)} end{equation} where is determined by . W-algebra Koszul duality corresponds to S-duality in the gauge theory. (Part of the MC2 theorem package; The",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/w_algebras.tex,2563,conj:w3-higher-spin-modular,conjecture,Conjectured,Higher-spin modular control,"index{modular Yangian!W3@ } The modular dg-shifted Yangian determines the all-genera OPE coefficients of line operators: for line objects , the genus- -point function is computed by the graph sum begin{equation} sum_{ Gamma} frac{1}{| mathrm{Aut}( Gamma)|} prod_{v} mu_{g_v,n_v}^{ mathcal{W}_3} prod_{e} r_{ mathcal{W}_3,g_e}(z_e). end{equation} The tautological action records a genuine higher-spin ",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level. | Moduli-space checker: clutching compatibility, boundary orientation, codimension-two cancellation, and logarithmic normal-crossings hypotheses are the key fragilities.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/w_algebras.tex,4802,prop:super-virasoro-3d-action,proposition,Conjectured,3d HT supergravity action,"index{supergravity!3d HT action} The 3d holomorphic-topological supergravity associated to has fields of spins and of spins on , with action begin{multline} S_{ mathrm{sVir}} ;= ; int mu ,(dt + bar partial) ,T ;+ ; chi ,(dt + bar partial) ,G + ; int ! Bigl( T mu partial mu + tfrac{c}{24} , mu , partial^3 mu + tfrac{3}{2} ,G chi partial mu + ( partial G) chi mu + 2T chi^2 + tfrac{c}{3} , chi , part",medium,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/w_algebras.tex,5312,conj:w-finite-arity-WN,conjecture,Conjectured,"Finite-arity principle for principal
$\mathcal{W}_N$","index{finite-arity principle!principal WN@principal } For the classical principal Poisson vertex algebra, the higher-spin envelope satisfies [ ell_n = 0 qquad (n > N), ] i.e. the bulk is -strict. The modular lift around the canonical central shadow base point is governed by a weight recursion involving only the brackets .",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level. | OPE/PVA checker: Jacobi and truncation claims are especially fragile; verify central-charge normalization and singular-term bookkeeping.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/w_algebras.tex,5891,conj:w-minimal-arity-subregular,conjecture,Conjectured,Minimal arity survives generically,"index{minimal arity conjecture!subregular} For generic~ , the minimal transferred completed dual of has maximal nonzero arity exactly . Equivalently, the canonical arities detected in Theorem~ survive minimal-model transfer.",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/w_algebras_deep.tex,539,conj:w-infty-bar,conjecture,Conjectured,"Large-N inverse-limit specialization of the
standard W-infinity MC4 package","index{W1infinity@ !bar complex} Assume the filtered H-level package of Proposition~: a separated complete target whose finite quotients recover the principal stages, together with the exact stagewise identities [ mathsf{C}^{ mathrm{res}}_{s,t;u;m,n}(N) = mathsf{C}^{ mathrm{DS}}_{s,t;u;m,n}(N) ] on the seed packets~ . Then one expects a completed large- specialization in which the bar object of is ",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/w_algebras_deep.tex,1678,conj:ds-kd-arbitrary-nilpotent,conjecture,Conjectured,DS--KD intertwining for arbitrary nilpotent,"index{Drinfeld--Sokolov reduction!Koszul duality!arbitrary nilpotent} The intertwining holds for emph{all} nilpotent at generic level. The difficulty is emph{not} the existence of quantum DS reduction for arbitrary~ (that construction is Kac--Roan--Wakimoto~ cite{KRW}). What remains open is proving that bar--cobar/Koszul duality commutes with arbitrary-nilpotent reduction, identifying the correct ",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,77,conj:coha-e1,conjecture,Conjectured,CoHA as \texorpdfstring{$\Eone$}{E1}-chiral,The CoHA carries an -chiral algebra structure. The evidence: begin{enumerate}[label=( roman*)] item The Hecke product is associative but not commutative. item The factorization structure comes from stratifying by dimension vectors. item The chiral enhancement should use configuration spaces of points on curves parameterizing deformation directions. end{enumerate} A rigorous construction requires s,high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,118,conj:shifted-yangian-langlands,conjecture,Conjectured,Langlands-dual Koszul duality for shifted Yangians,"index{shifted Yangian!Koszul dual} index{symplectic duality} For a coweight and simple : begin{equation} Y_ mu( fg)^! ; simeq ; Y_{- mu}( fg^ vee) end{equation} as -chiral algebras, where is the Langlands dual and is the negated coweight (viewed as a weight of via the canonical identification ). For unshifted , this reduces to Yangian self-duality (Theorem~) when is simply-laced. (Contributing to ",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level. | Braiding checker: inspect pole order, evaluation-module assumptions, and whether YBE/CYBE is proved or only inferred from examples.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,177,conj:coha-koszul,conjecture,Conjectured,CoHA--Yangian Koszul duality,"index{CoHA!Koszul duality} For a quiver whose underlying graph is the Dynkin diagram of a simple Lie algebra : begin{equation} mathcal{H}_Q^! ; simeq ; Y( fg_Q) end{equation} as -algebras, where is the CoHA of textup{(}Definition~ textup{)} and is the Yangian textup{(}Definition~ textup{)}. (Contributing to Conjecture~.)",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level. | Braiding checker: inspect pole order, evaluation-module assumptions, and whether YBE/CYBE is proved or only inferred from examples.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,329,comp:yangian-dual-explicit,computation,Conjectured,Yangian duality: \texorpdfstring{$R(u) \mapsto R(u)^{-1}$}{R(u) R(u)^-1},"index{Yangian!Koszul dual!explicit} The -chiral Koszul duality of Theorem~ sends to~ . For the rational~ -matrix: [ R(u) = 1 - frac{P}{u}, qquad R(u)^{-1} = 1 + frac{P}{u - 1} = frac{u}{u-1} - frac{P}{u-1} ] emph{Interpretation.} The dual -matrix defines the dual Yangian via the RTT relation . The pole of at (rather than for ) shifts the ``interaction point'' in the bar complex. The degree-2 bar d",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Computation checker: signs, grading shifts, normalizations, and regularization choices are the primary attack surface. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level. | Braiding checker: inspect pole order, evaluation-module assumptions, and whether YBE/CYBE is proved or only inferred from examples.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,2098,rem:cat-O-strategies-assessment,remark,Conjectured,Assessment and interaction of the four strategies,index{thick generation!strategy comparison} begin{center} renewcommand{ arraystretch}{1.2} begin{tabular}{lll} textbf{Strategy} & textbf{Reduces to} & textbf{Scope} hline IV (sectorwise) & Current algebra computation & All types III (KL reduction) & Finite global dimension + Verma & Type II (t-structure) & textbf{Proved}: + (Thm.~) & Type I (BGG) & Finite evaluation resolution of Verma modules & A,medium,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,2351,conj:baxter-exact-triangles,conjecture,Conjectured,"Baxter exact triangles on shifted envelope
\texorpdfstring{$\mathcal{O}^{\mathrm{sh}}_{\leq 0}$}{Osh}","index{Baxter relation!exact triangle lift!shifted envelope} Theorem~ textup{} extends from to the full anti-dominant shifted envelope for at general~ . Concretely, for each node~ and finite-dimensional companion module , there is a distinguished triangle [ A^-_{k,x,y} to M_{k,x}^{(i)} otimes L( Psi_{i,x}/ Psi_{i,y}) to A^+_{k,x,y} to ] whose -class recovers the formula of Zhang~ cite{Zhang24}, and",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,2835,conj:pro-weyl-recovery,conjecture,Conjectured,Pro-Weyl recovery of ordinary standards,"index{Weyl module!pro-Weyl tower} index{standard module!pro-Weyl recovery} For a rational highest -weight~ , let denote its truncation to finite Drinfeld divisor data and the local Weyl module. Then the ordinary standard module is recovered as a derived inverse limit [ M( Psi) ; simeq ; R varprojlim_m , W_m ] inside a separated completion of~ . Each is universal finite-dimensional highest-weight, ",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,2873,conj:dk-compacts-completion,conjecture,Conjectured,"DK on compacts, extended by completion","index{Drinfeld--Kohno!derived!compact extension} index{Francis--Gaitsgory!pro-nilpotent completion} The bar-cobar Koszul duality equivalence ~ extends from the finite-dimensional evaluation core to the full completed shifted-prefundamental core , and then by pro-nilpotent completion in the sense of Francis--Gaitsgory to the completed Yangian category.",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,3163,conj:mc3-arbitrary-type,conjecture,Conjectured,MC3 extension to arbitrary type,"index{MC3!arbitrary type extension} index{prefundamental!Hernandez--Jimbo module} The chromatic filtration strategy of Theorem~ textup{} extends to all simple Lie algebras~ once the character-level Clebsch--Gordan closure textup{(}Proposition~ textup{}, now proved for all simple~ textup{)} is upgraded to a categorical decomposition: for each node , begin{equation} V_{ omega_i}(a) otimes L^-_{i}(b)",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_computations.tex,3204,prop:mc3-type-b-folding,proposition,Conjectured,Type~$B$ from type~$A$ by folding,"ClaimStatusConjectured MC3 for type is expected to follow from MC3 for type via the folding functor . At the character level ( ), the folding functor preserves CG closure (Proposition~). The categorical lift requires verifying that the folding functor, which is exact and monoidal on finite-dimensional representations, extends to the shifted category and preserves prefundamental CG decompositions o",medium,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_drinfeld_kohno.tex,468,conj:full-derived-dk,conjecture,Conjectured,Factorization-categorical DK/KL bridge (DK-3),"ClaimStatusConjectured] index{Drinfeld--Kohno!derived!full conjecture} The equivalence of Theorem~ textup{} extends to the full -factorization category: begin{equation} operatorname{Fact}_{ Eone}( mathcal{Y}( mathfrak{g})) ; simeq ; operatorname{Fact}_{ Eone}(U_q( mathfrak{g}))^{ mathrm{op}}, end{equation} where is the Yangian -chiral algebra and is the quantum group, viewed as an -factorization a",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_drinfeld_kohno.tex,1072,conj:dk4-formal-moduli,conjecture,Conjectured,DK-4 as tangent Lie algebra identification,"index{Drinfeld--Kohno!DK-4!formal moduli identification} index{dg-shifted Yangian!as tangent Lie algebra} For the Yangian -chiral algebra : begin{enumerate}[label= textup{( alph*)}] item The tangent Lie algebra is quasi-isomorphic, as a filtered complete dg Lie algebra, to the dg-shifted Yangian of Definition~ textup{}. item Under this identification, the RTT-adapted filtration textup{(}Definition",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_drinfeld_kohno.tex,1132,conj:dk5-infty-pbw,conjecture,Conjectured,DK-5 via \texorpdfstring{$\infty$}{infinity}-categorical PBW,"index{Drinfeld--Kohno!DK-5!PBW argument} index{PBW theorem!infinity-categorical@ -categorical} Assume Conjecture~ textup{(a,b)}. The full triple bridge textup{(}Conjecture~ textup{} textup{)} reduces to a single input: the -categorical Poincar 'e--Birkhoff--Witt theorem for the factorization Lie algebra~ . begin{enumerate}[label= textup{( alph*)}] item The formal group is a group object in -factor",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_drinfeld_kohno.tex,1518,conj:mc3-formal-moduli-reformulation,conjecture,Conjectured,Formal moduli reformulation of MC3 conjectures,index{MC3!formal moduli reformulation} index{formal moduli problem!MC3 conjectures} The four MC3 conjectures admit the following reformulations in terms of the factorization formal moduli problem~ and the tangent Lie algebra : begin{enumerate}[label= textup{( Roman*)}] item emph{Baxter textup{(}Conjecture~ textup{} textup{)} as infinitesimal deformation exact triangles.} The Baxter TQ relations li,high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_drinfeld_kohno.tex,1883,conj:dk4-inverse-limit,conjecture,Conjectured,DK-4: tangent Lie algebra identification,"index{Drinfeld--Kohno!DK-4!inverse limit construction} index{tangent Lie algebra!inverse limit} By Theorem~ textup{}, the inverse system of Proposition~ textup{} satisfies Mittag-Leffler with surjective transition maps, and the tangent Lie algebra of the factorization formal moduli problem is [ mathfrak{g}_{ cA} ;= ; T_{*} mathfrak{F}_{ cA} ; cong ; varprojlim_N , mathfrak{g}_N. ] The remaining co",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_drinfeld_kohno.tex,2087,conj:full-dk-bridge,conjecture,Conjectured,Full derived Drinfeld--Kohno bridge,"index{Drinfeld--Kohno!full bridge|textbf} index{triple equivalence!factorization--Yangian--quantum group} For affine/Yangian-type modular Koszul -objects~ satisfying: textup{(i)}~ -Koszulness, textup{(ii)}~pro-nilpotent completion/convergence, textup{(iii)}~existence of spectral -matrix data, and textup{(iv)}~extension of the evaluation-locus comparison to the full category~ , there are equivalenc",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level. | Braiding checker: inspect pole order, evaluation-module assumptions, and whether YBE/CYBE is proved or only inferred from examples.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V1,examples,chapters/examples/yangians_drinfeld_kohno.tex,5698,conj:modular-yang-baxter,conjecture,Conjectured,Modular Yang--Baxter package,"index{Yang--Baxter!modular stable-graph refinement} For every holomorphic-topological theory~ with Koszul-dual boundary condition~ , there exists a Maurer--Cartan element (Definition~) whose genus-refined components satisfy the emph{stable-graph Yang--Baxter equation}: for each , begin{equation} d_{ mathrm{mod}} , r_{T,g}(z) ;+ ; sum_{g_1+g_2=g} bigl[r_{T,g_1}(z), , r_{T,g_2}(z) bigr]_{ mathrm{gra",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Example stress test: push to smallest nontrivial ranks/levels and check the model actually realizes the claimed structure, not just its shadow at character level. | Moduli-space checker: clutching compatibility, boundary orientation, codimension-two cancellation, and logarithmic normal-crossings hypotheses are the key fragilities.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
